,Sales order details,Commodity code_digit
223,1317092900062,187
224,1317092900062,188
225,1317092900062,189
226,1317092900062,189
227,1317092900062,190
228,1317092900062,191
229,1317092900062,192
230,1317092900062,193
231,1317092900062,142
232,1317092900062,194
233,1317092900062,62
234,1317092900062,195
235,1317092900064,196
236,1317092900064,197
237,1317092900064,198
238,1317092900064,199
239,1317092900064,200
240,1317092900064,56
241,1317092900064,155
242,1317092900064,57
243,1317092900064,67
244,1317092900064,201
245,1317092900064,202
246,1317092900064,45
247,1317092900064,203
248,1317092900064,204
249,1317092900065,205
250,1317092900065,109
251,1317092900065,206
252,1317092900065,207
253,1317092900075,208
254,1317092900079,209
255,1317092900079,210
256,1317092900079,211
257,1317092900079,212
258,1317092900079,213
259,1317092900079,11
260,1317092900079,214
261,1317092900079,214
262,1317092900079,85
263,1317092900079,178
264,1317092900079,185
265,1317092900079,92
266,1317092900079,73
267,1317092900079,112
268,1317092900079,215
269,1317092900079,95
270,1317092900079,216
271,1317092900079,217
272,1317092900079,218
273,1317092900079,219
274,1317092900109,220
275,1317092900109,181
276,1317092900109,3
277,1317092900109,83
278,1317092900109,221
279,1317092900109,222
280,1317092900109,223
281,1317092900109,224
282,1317092900109,224
283,1317092900109,51
284,1317092900109,225
285,1317092900109,226
286,1317092900109,10
287,1317092900109,227
288,1317092900109,227
289,1317092900109,228
290,1317092900109,173
291,1317092900109,173
292,1317092900109,229
293,1317092900109,230
294,1317092900109,231
295,1317092900109,232
296,1317092900109,133
297,1317092900109,233
298,1317092900109,19
299,1317092900109,110
300,1317092900109,234
301,1317092900109,235
302,1317092900109,236
303,1317092900109,237
304,1317092900109,238
305,1317092900109,73
306,1317092900109,239
307,1317092900109,240
308,1317092900109,186
309,1317092900109,59
310,1317092900109,141
311,1317092900109,241
312,1318011900156,12
313,1318011900156,242
314,1318011900156,243
315,1318011900156,244
316,1318011900156,245
317,1318011900156,53
318,1318011900156,246
319,1318011900156,247
320,1318011900156,248
321,1318011900156,249
322,1318011900156,250
323,1318011900156,94
324,1318011900156,251
325,1318011900156,23
326,1318011900156,179
327,1318011900156,142
328,1318011900156,252
329,1318011900156,253
330,1318011900156,76
331,1318011900156,202
332,1318011900156,254
333,1318011900156,255
334,1318011900156,113
335,1318011900156,256
336,1318011900156,256
337,1318011900156,256
338,1318011900156,158
339,1318011900156,257
340,1318011900156,68
341,1318011900156,31
342,1318011900156,203
343,1318011900156,78
344,1318011900156,258
345,1318011900156,259
346,1318011900156,260
347,1318011900156,118
348,1318011900157,261
349,1318011900157,234
350,1318011900157,262
351,1318011900157,263
352,1318011900157,264
353,1318011900158,265
354,1318011900158,266
355,1318011900158,267
356,1318011900158,268
357,1318011900158,269
358,1318011900158,72
359,1318011900158,270
360,1318011900158,271
361,1318011900158,272
362,1318011900158,273
363,1318011900158,274
364,1318011900158,43
365,1318011900158,275
366,1318011900158,276
367,1318011900158,277
368,1318011900158,215
369,1318011900158,278
370,1318011900158,278
371,1318011900158,279
372,1318011900158,280
373,1318011900158,33
374,1318011900158,281
375,1318011900159,282
376,1318011900160,283
377,1318012200080,225
378,1318012200080,284
379,1318012200080,271
380,1318012200080,271
381,1318012200080,208
382,1318012200080,285
383,1318012200080,234
384,1318012200080,286
385,1318012200080,262
386,1318012200080,215
387,1318012200080,95
388,1318012200080,287
389,1318012200080,288
390,1318012200080,289
391,1318012200080,290
392,1318012200080,216
393,1318012200080,256
394,1318012200080,291
395,1318012200081,292
396,1318012200081,223
397,1318012200081,293
398,1318012200081,294
399,1318012200081,176
400,1318012200081,295
401,1318012200081,296
402,1318012200081,53
403,1318012200081,297
404,1318012200081,143
405,1318012200081,298
406,1318012200081,299
407,1318012200081,299
408,1318012200081,300
409,1318012200081,30
410,1318012200081,301
411,1318012200081,77
412,1318012200082,302
413,1318012200082,303
414,1318012200082,304
415,1318012200082,304
416,1318012200082,305
417,1318012200082,306
418,1318012200082,307
419,1318012200082,129
420,1318012200082,294
421,1318012200082,294
422,1318012200082,12
423,1318012200082,308
424,1318012200082,309
425,1318012200082,310
426,1318012200082,311
427,1318012200082,312
428,1318012200082,74
429,1318012200082,277
430,1318012200082,60
431,1318012200082,313
432,1318012200082,215
433,1318012200082,67
434,1318012200082,314
435,1318012200082,315
436,1318012200082,68
437,1318012200082,316
438,1318012200082,317
439,1318012200082,318
440,1318012200083,319
441,1318012200083,320
442,1318012200083,321
443,1318012200083,50
444,1318042000131,277
445,1318042000131,322
446,1318042000131,141
447,1318042000131,217
448,1318042000131,323
449,1318042000131,323
450,1318042000131,316
451,1318042000131,324
452,1318042000132,325
453,1318042000133,326
454,1318042000133,325
455,1318042000135,327
456,1318042000135,328
457,1318042000135,50
458,1318042000135,72
459,1318042000135,128
460,1318042000135,329
461,1318042000135,172
462,1318042000135,52
463,1318042000135,330
464,1318042000135,176
465,1318042000135,18
466,1318042000135,110
467,1318042000135,331
468,1318042000135,23
469,1318042000135,322
470,1318042000135,142
471,1318042000135,95
472,1318042000135,263
473,1318042000135,332
474,1318042000135,77
475,1318042000135,65
476,1318042000138,333
477,1318042000138,16
478,1318042000138,334
479,1318042000138,335
480,1318042000138,336
481,1318042000138,337
482,1318042000139,338
483,1318042000142,339
484,1318042000142,340
485,1318042000142,341
486,1318042000142,66
487,1318042000142,342
488,1318042000142,343
489,1318042000142,344
490,1318042000142,178
491,1318042000142,345
492,1318042000142,346
493,1318042000142,347
494,1318042000142,348
495,1318042000142,349
496,1318042000142,350
497,1318042000142,88
498,1318042000142,193
499,1318042000142,90
500,1318042000142,351
501,1318042000142,352
502,1318042000142,158
503,1318042000142,116
504,1318042000142,353
505,1318042000142,354
506,1318042000142,77
507,1318042000142,355
508,1318042000145,356
509,1318042000145,33
510,1318042000145,357
511,1318041800080,358
512,1318041800080,359
513,1318041800080,360
514,1318041800080,361
515,1318041800080,362
516,1318041800080,363
517,1318041800080,161
518,1318041800081,364
519,1318041800082,365
520,1318041800082,50
521,1318041800082,366
522,1318041800083,320
523,1318041800083,6
524,1318041800083,126
525,1318041800083,367
526,1318041800083,19
527,1318041800083,368
528,1318041800083,139
529,1318041800083,369
530,1318041800083,370
531,1318041800083,371
532,1318041800083,254
533,1318041800083,372
534,1318041800083,373
535,1318041800083,374
536,1318041800083,375
537,1318041800084,376
538,1318041800084,86
539,1318041800084,377
540,1318041800084,378
541,1318041800085,379
542,1318041800085,380
543,1318041800085,381
544,1318041800085,33
545,1318041800086,382
546,1318041800086,383
547,1318041800086,176
548,1318041800086,384
549,1318041800086,153
550,1318041800086,335
551,1318041800086,200
552,1318041800086,56
553,1318041800086,262
554,1318041800086,24
555,1318041800086,385
556,1318041800087,386
557,1318041800088,387
558,1318041800088,130
559,1318041800088,388
560,1318041800088,389
561,1318041800088,390
562,1318041800088,381
563,1318041800090,391
564,1318041800090,392
565,1318041800090,365
566,1318041800090,393
567,1318041800090,83
568,1318041800090,306
569,1318041800090,394
570,1318041800090,226
571,1318041800090,395
572,1318041800090,228
573,1318041800090,396
574,1318041800090,397
575,1318041800090,109
576,1318041800090,398
577,1318041800090,380
578,1318041800090,399
579,1318041800090,276
580,1318041800090,277
581,1318041800090,400
582,1318041800090,88
583,1318041800090,142
584,1318041800090,215
585,1318041800090,278
586,1318041800090,62
587,1318041800090,195
588,1318041800090,401
589,1318041800090,402
590,1318041800090,116
591,1318041800090,29
592,1318041800092,403
593,1318041800092,121
594,1318041800092,404
595,1318041800092,405
596,1318041800092,406
597,1318041800092,407
